"Flat 8,30/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5790000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 4,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6300000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 5,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8790000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 6,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8320000.0,589.0,450.0,35.0,10 Oct 2018
"Flat 7,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5810000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5830000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,31/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5830000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 1,32/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5440000.0,391.0,304.0,35.0,10 Oct 2018
"Flat 3,32/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",8610000.0,584.0,460.0,35.0,10 Oct 2018
"Flat 4,32/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",6340000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,32/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5870000.0,422.0,325.0,35.0,10 Oct 2018
"Flat 8,32/F,Block/Tower A,Abba House,Aberdeen/Ap Lei Chau,Hong Kong",5870000.0,422.0,325.0,35.0,10 Oct 2018
